"","Q_D","Q_A","Q_L","V4"
"1",0.369159111018502,-0.0234597044424294,0.143712412168457,"1_resnet18_d"
"2",0.166988567501442,0.484452141651805,0.00938408836346946,"1_resnet18_a"
"3",0.164040122481892,-0.108959157171927,0.338727076591154,"1_resnet18_l"
"4",0.539111781654979,0.0849093232393043,0.312088935858255,"1_mobilenet_d"
"5",0.166988567501442,0.484452141651805,0.00938408836346946,"1_mobilenet_a"
"6",0.138028312605845,-0.155806795205087,0.211499856211434,"1_mobilenet_l"
"7",0.288610658617078,-0.10766643937109,0.114870150721326,"1_squeezenet_d"
"8",0.166988567501442,0.484452141651805,0.00938408836346946,"1_squeezenet.a"
"9",0.0457193510774461,-0.178106003982735,0.195657837531191,"1_squeezenet_l"
"10",0.503494998123348,0.0887556518877298,0.265317993166972,"1_densenet_d"
"11",0.166988567501442,0.484452141651805,0.00938408836346946,"1_densenet_a"
"12",0.076702040541159,-0.215264908127471,0.203663911349938,"1_densenet_l"
"13",0.39288620535091,-0.037561588152813,0.352711972336992,"1_vgg11_d"
"14",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg11_a"
"15",0.0692030812561688,-0.158674458894353,0.236005675791997,"1_vgg11_l"
"16",0.481736795960303,-0.0953486468494485,0.334690192728532,"1_vgg13_d"
"17",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg13_a"
"18",0.136839672066018,-0.231697581014459,0.252689486768006,"1_vgg13_l"
"19",0.457412590108752,-0.0397842881787592,0.229155969821961,"1_vgg16_d"
"21",0.161832625075982,-0.101043314248666,0.236875208989253,"1_vgg16_l"
"22",0.250492269743125,-0.0481665649818035,0.171674071407695,"1_vgg19_d"
"23",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg19_a"
"24",0.00584547090261228,-0.104625658276553,0.246073388424444,"1_vgg19_l"
"25",0.431579763806302,0.160171582030177,0.233668841102381,"2_resnet18_d"
"26",0.28921792755534,0.692218655243173,0.11397338145046,"2_resnet18_a"
